SALE_TYPE,SOLD_DATE,PROPERTY_TYPE,ADDRESS,CITY,STATE_OR_PROVINCE,ZIP_OR_POSTAL_CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,DAYS_ON_MARKET,$/SQUARE_FEET,HOA/MONTH,STATUS,NEXT_OPEN_HOUSE_START_TIME,NEXT_OPEN_HOUSE_END_TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2811 SW Archer Rd Unit X205,Gainesville,FL,32608,89786,1,1.0,BRANDYWINE,876,,1985,41,102,313,Active,,,https://www.redfin.com/FL/Gainesville/2811-SW-Archer-Rd-32608/unit-X205/home/114913843,Stellar MLS as Distributed by MLS Grid,GC516853,N,Y,29.6279291,-82.3655381
MLS Listing,,Vacant Land,16000 NW 70th Ave,Alachua,FL,32615,130000,,,ALACHUA,,217800,,42,,,Active,,,https://www.redfin.com/FL/Alachua/16000-NW-70th-Ave-32615/home/184924734,Stellar MLS as Distributed by MLS Grid,G5074620,N,Y,29.720694,-82.5131592
MLS Listing,,Single Family Residential,2219 SE 163rd St,Hawthorne,FL,32640,1150000,4,2.0,HAWTHORNE,2376,3929983,1965,42,484,,Active,,,https://www.redfin.com/FL/Hawthorne/2219-SE-163rd-St-32640/home/174627954,Stellar MLS as Distributed by MLS Grid,A4586357,N,Y,29.6310545,-82.1462471
MLS Listing,,Single Family Residential,12269 SW 6th Pl,Newberry,FL,32669,1050000,4,4.5,AMARIAH PARK,3147,15102,2023,42,334,100,Active,,,https://www.redfin.com/FL/Newberry/12269-SW-6th-Pl-32669/home/170654922,Stellar MLS as Distributed by MLS Grid,GC516949,N,Y,29.646917,-82.473035
MLS Listing,,Vacant Land,3220 NW 69th St,Gainesville,FL,32606,2550000,,,GAINESVILLE,,1298524,,42,,,Active,,,https://www.redfin.com/FL/Gainesville/3220-NW-69th-St-32606/home/115061771,Stellar MLS as Distributed by MLS Grid,GC516978,N,Y,29.6810997,-82.4163392
MLS Listing,,Vacant Land,3721 SE Hawthorne Rd,Gainesville,FL,32641,275000,,,GAINESVILLE,,239580,,42,,,Active,,,https://www.redfin.com/FL/Gainesville/3721-SE-Hawthorne-Rd-32641/home/115324692,Stellar MLS as Distributed by MLS Grid,GC516963,N,Y,29.6374741,-82.2780394
MLS Listing,,Condo/Co-op,2811 SW Archer Rd Unit X210,Gainesville,FL,32608,119000,1,1.0,BRANDYWINE,876,871,1985,42,136,311,Active,,,https://www.redfin.com/FL/Gainesville/2811-SW-Archer-Rd-32608/unit-X210/home/114627568,Stellar MLS as Distributed by MLS Grid,GC516965,N,Y,29.6279291,-82.3655381
MLS Listing,,Single Family Residential,11851 NW 15th Rd,Gainesville,FL,32606,493000,4,3.0,SOUTH POINTE,2335,9410,2023,42,211,41,Active,,,https://www.redfin.com/FL/Gainesville/11851-NW-15th-Rd-32606/home/188112728,Stellar MLS as Distributed by MLS Grid,GC516966,N,Y,29.6670195,-82.468041
MLS Listing,,Single Family Residential,847 NW 122nd Ter,Newberry,FL,32669,349000,3,2.0,PATIO HOMES OF WEST END,1578,6098,2003,43,221,82,Active,,,https://www.redfin.com/FL/Newberry/847-NW-122nd-Ter-32669/home/114369806,Stellar MLS as Distributed by MLS Grid,GC516884,N,Y,29.6606677,-82.473014
MLS Listing,,Single Family Residential,13323 NW 157th Ave,Alachua,FL,32615,249900,3,2.0,COLLEGE HEIGHTS,1520,8712,2023,43,164,,Active,,,https://www.redfin.com/FL/Alachua/13323-NW-157-Ave-32615/home/183565312,Stellar MLS as Distributed by MLS Grid,GC516493,N,Y,29.7984597,-82.4876069
MLS Listing,,Single Family Residential,21317 SE 111th Ave,Hawthorne,FL,32640,469900,3,2.0,HAWTHORNE,1392,341510,1950,43,338,,Active,,,https://www.redfin.com/FL/Hawthorne/21317-SE-111th-Ave-32640/home/114293666,Stellar MLS as Distributed by MLS Grid,OM666545,N,Y,29.5515689,-82.0948185
MLS Listing,,Condo/Co-op,2816 SW 14th Dr,Gainesville,FL,32608,170000,2,1.0,BIVENS LAKE ESTATE S,1076,1306,1978,43,158,421,Active,,,https://www.redfin.com/FL/Gainesville/2816-SW-14th-Dr-32608/home/185714078,Stellar MLS as Distributed by MLS Grid,GC516887,N,Y,29.6248596,-82.3411512
MLS Listing,,Single Family Residential,1168 NW 120th Way,Gainesville,FL,32606,320000,3,2.0,Not in Subdivision,1482,2614,2005,43,216,400,Active,,,https://www.redfin.com/FL/Gainesville/1168-NW-120th-Way-32606/home/115294272,DGLMLS,789391,N,Y,29.6642284,-82.470853
MLS Listing,,Single Family Residential,8856 NW 230th St,Micanopy,FL,32667,354900,3,3.0,SIMONTON FARMS/CREEKSIDE,1576,297515,1982,43,225,,Active,,,https://www.redfin.com/FL/Micanopy/8856-NW-230th-St-32667/home/140267001,Stellar MLS as Distributed by MLS Grid,GC516548,N,Y,29.4831932,-82.2699144
MLS Listing,,Single Family Residential,8695 NW 38th Cir #48,Gainesville,FL,32653,220000,2,2.0,TURKEY CREEK FOREST,1152,7307,1980,44,191,34,Active,,,https://www.redfin.com/FL/Gainesville/8695-NW-38th-Cir-32653/unit-48/home/115486111,Stellar MLS as Distributed by MLS Grid,GC516890,N,Y,29.7341508,-82.3831259
MLS Listing,,Single Family Residential,904 NW 252nd Dr,Newberry,FL,32669,397500,3,2.0,NEWBERRY CORNERS,2202,7841,2020,44,181,39,Active,,,https://www.redfin.com/FL/Newberry/904-NW-252nd-Dr-32669/home/170652985,Stellar MLS as Distributed by MLS Grid,OM666483,N,Y,29.6580858,-82.6102906
MLS Listing,,Condo/Co-op,2960 SW 35th Pl #67,Gainesville,FL,32608,245000,3,3.0,CHASE HOLLOW LLC PH 3,1148,435,2009,44,213,165,Active,,,https://www.redfin.com/FL/Gainesville/2960-SW-35th-Pl-32608/unit-67/home/114646904,Stellar MLS as Distributed by MLS Grid,GC516938,N,Y,29.62136,-82.366462
MLS Listing,,Single Family Residential,11416 NW State Road 45,High Springs,FL,32643,1349000,5,3.5,HIGH SPRINGS,4976,561921,1996,44,271,,Active,,,https://www.redfin.com/FL/High-Springs/11416-NW-State-Road-45-32643/home/114628497,Stellar MLS as Distributed by MLS Grid,GC516906,N,Y,29.761019,-82.610345
MLS Listing,,Single Family Residential,1114 SE 163rd St,Hawthorne,FL,32640,274900,3,2.0,HAWTHORNE,1248,398138,2006,44,220,,Active,,,https://www.redfin.com/FL/Hawthorne/1114-SE-163rd-St-32640/home/174620473,Stellar MLS as Distributed by MLS Grid,GC516912,N,Y,29.6409723,-82.1524074
